expression;language
Play Paul Landers, O Rio, A Cidade, A Árvore on slacker;en
Please  playlist TODO REGGAETON ;en
play Netflix tunes from 2003 on an album;en
 a melody from Leigh Nash using Lastfm ;en
 twenties on Groove Shark ;en
 some music from Roberto Carlos ;en
I want to hear the new   Richard Harvey ;en
 Crazy=genius by The Alchemist ;en
 Moustapha Amar Make It Rain ;en
Play music from the playlist Late Night Jazz;en
Play some caribou from the sixties;en
Play any song from 2001;en
 me a song by Stephen Jones ;en
play the track The Wizard And I;en
play melody music from the thirties;en
 some Sia Furler on Last Fm ;en
Play music from 2005 by Justin Broadrick;en
 me songs from 1955 ;en
Play  music from the thirties.;en
 some noise music on Netflix. ;en
play Steven Reineke greatest soundtrack on Youtube;en
play some Prabha Atre ;en
play Techno music ;en
Play a song off Get Up Offa That Thing by Doseone on Last Fm;en
 Netflix ballad by Mike Shinoda that is popular ;en
Play the top of emil de cou;en
Play a melody from Elmer Bernstein;en
Play some Oleg Anofriyev from 1960.;en
Play Lil Hardin Armstrong from Itunes.;en
Play a record from 2005 by Ruslana Lyschytschko.;en
"play Bill Evans album The Best Of The 12"" Mixes";en
 me a bluegrass song ;en
 Yung Joc on slacker ;en
 Donald Rubinstein on Pandora ;en
Play me a song by Dj Paul Elstak in 1988 on Zvooq;en
 them the greatest music by Chris Frantz. ;en
use Lastfm to play Attack Of The Planet Smashers;en
I want to hear Ding Dong Bell on groove shark;en
Play some melody from the eighties on Spotify;en
 the last song by Goldie ;en
Play music on my Itunes;en
Open Itunes and play Heath music from 1981;en
Can you  a sonata ;en
I want to hear a good song from 2016;en
Please  a song  the thirties by Peter Murphy on Last Fm ;en
Play a Ladyhawke record;en
play a 2006 chant;en
play my melodious playlist ;en
 the best album from the seventies ;en
Play any song from Rebecca Hewitt;en
 Hættuleg Hljómsveit & Glæpakvendið Stella by Kaori Iida ;en
Play a popular melody by Lindsay Lohan on Youtube.;en
 Matt Uelmen songs from 1965 on Slacker ;en
 Stereo by Jonathan Davis on Deezer. ;en
Play the song I Get Ideas as performed by Richard Kruspe;en
I want to hear the  Suites & Sweets ;en
play the top twenty movement songs from Roberto Valverde;en
 a 1991 song by Anila Mirza ;en
Play my Trapeo playlist. ;en
Play easy listening;en
 some fast fusion on Spotify ;en
play music on netflix ;en
Please play some fourties music on Spotify;en
Play slow rock music;en
 a song off Get Up Offa That Thing  Doseone on Last Fm ;en
Play cheerful playlist ;en
I want to hear Richard Falomir's best   Pandora ;en
 the Instrumental Study on Vimeo. ;en
Play Rain by Subliminal on Groove Shark;en
 the top-twenty from Alexander Braginsky. ;en
Play me a top 20 chant by Ruwanga Samath on Lastfm;en
I wish to listen to eighties   Mike Dean. ;en
I want to hear gothic rock  Lastfm ;en
Play me a Chris Needham song on Vimeo;en
Can you  the latest faust soundtrack from 1967? ;en
play a chant by Mike Jones;en
Play something by Chris Knight;en
 the last chant from the fourties ;en
I want to hear Sarban's greatest hits;en
play Hardcore music;en
Play me a bluegrass song;en
 the song gangsta? by Siavash Ghomayshi ;en
I want to hear some acid punk music;en
play Courting The Squall on Slacker;en
I want to hear that tune  2010 ;en
 the greatest  you can find by Ari Herstand on Zvooq ;en
Play some soul music;en
 Foundling by Jean Grae on Vimeo. ;en
Play the best ballad by The Rascals.;en
I want to listen to a   Timour Moutsouraev. ;en
Play me a concerto by Jethro Burns from Zvooq;en
play some Prabha Atre;en
Play some Tony Grant.;en
Play on spotify Ms Scandalous;en
 Safe Rock And Roll Sucks on Lastfm ;en
Play Revival music.;en
Open pandora and play udhreko choli from Chowdiah;en
Open Zvooq and play the best songs from Device;en
 the new music from Wilko Johnson ;en
 Leanne Dobinson Right To Dream ;en
 Realization by Randy Jackson ;en
Play Lukasz Gottwald album on Zvooq;en
play the album Everybody Happy by Lee Aaron;en
Play 1993 theme music;en
I want to listen to Roger Daltrey  the sixties  slacker ;en
 Turbulence Wild Streetdanz from Jeff Buckley ;en
 music from the sixties ;en
 me a 1957 ep ;en
 songs from the sixties ;en
 some songs from the fifties ;en
Use the service Itunes to  melody from 1998 ;en
 the last sound track by Soko  around 1975 ;en
Play some music from the sixties;en
play the album Wayning Moments by Rabbit Brown;en
I want to hear some freestyle music.;en
 me a song by Hank Thompson  Moa Anbessa ;en
 some Bertine Zetlitz record ;en
 the album Shooting Silvio by Dave Sabo ;en
Play the latest ep by Joel Hastings on Itunes.;en
Play my entertaining playlist ;en
Play me a popular song by Koichi Domoto;en
Play a track from 1959.;en
Play 1958 by wayne petti;en
 the top-ten chant Doda songs from the twenties. ;en
Play Jono El Grande from the thirties;en
Play some Iris Dement's theme based 2015 music on lastfm ;en
I want to listen to Speed  Symphony ;en
play Moustapha Amar Make It Rain;en
 me a nineties song by Joseph Genaro ;en
 some music from 1995 ;en
Please play some Black Metal music;en
 me a song  Teitur Lassen on Groove Shark ;en
Play me a song from 1972 by Sweet Emma Barrett;en
play music form the fourties with Slacker;en
 a song from 1994. ;en
Play the top  songs from Robert Lockwood Junior. ;en
Play music off Youtube. ;en
Play some sister rosetta tharpe songs from the eighties;en
 thirties music by Flex on Google Music ;en
Play sugar baby by frank beard;en
 Tanti Auguri A Te from Bruce Gilbert ;en
 the greatest 1966 album out there ;en
 a fifties album on Itunes. ;en
 Lukasz Gottwald album on Zvooq ;en
Proceed with music from 2003.;en
I want to hear opera on Netflix;en
 Luis Alfonzo Larrain from 1995 ;en
Can you  something  the fourties, preferably a symphony? ;en
Play some seventies songs from Luke Haines off of youtube;en
Play some 1962 theme music.;en
play songs on Itunes ;en
Play a soundtrack by musical artist Jimmy James;en
 A Sudden Rainstorm playlist. ;en
Put on Vimeo and play Kacapi Suling;en
 music from the punk genre on Last Fm. ;en
Please  Different Slanguages by Fred Labour. ;en
Play some chanson music ;en
play some twenties music on Iheart;en
Play any music on Spotify;en
Play an Andy Silvester sound track from the thirties on Spotify;en
 the song Le Renouveau ;en
Play my Top Gaming Tracks.;en
Could you  the album B Men Gahō  Nathaniel Shilkret ;en
Play music from the twenties.;en
Play symphony music from Joe Dolce;en
Open Pandora and  Reggaeton 2017 y Baila! ;en
 the top-20 music by merz ;en
Play Deezer;en
Play a top twenty symphony by Bumble Bee Slim;en
I want to hear a 1957 theme  ;en
 the latest Thelma Aoyama ;en
 Regulate…g Funk Era  artist Iouri Bachmet on groove shark ;en
 Robert Stoddard from 1988 ;en
Open groove shark and play Jason Mizell;en
 my Masters of Metal playlist on Spotify ;en
Open Pandora and  music from the fifties. ;en
play David Banner on Netflix;en
play music from the year 1979;en
 a melody by Colin Blunstone ;en
 symphony music from Joe Dolce ;en
Play some latin music. ;en
Play Junun by Noam Kaniel.;en
 Asia Nitollano using itunes ;en
play me music by Whip with Zvooq;en
Play 1966 theme music on Slacker.;en
Play In Every Dream Home A Heartache by vincent paul abbott ;en
Play some new age music;en
Can you  an ep from the year 1958? ;en
Play music from 2011.;en
I'd  to hear Nas's greatest ballad ;en
 fifties music on Deezer ;en
 Divine from Vinnie Roslin ;en
 My Back Pages by Paul Young on vimeo ;en
Play the top track by Claudja Barry on Last Fm;en
 new track from the fifties ;en
Play Alone, Again from Mike Viola;en
 me something Miles Davis did with a symphony ;en
play songs by Gamble Rogers;en
play eighties track ;en
 some Alte Kameraden music ;en
 me the new King Curtis  on Google Music. ;en
Open youtube ;en
 the Late Night Jazz soundtrack on Zvooq. ;en
Play sixties on Spotify;en
Play some Retro music. ;en
Play the album Remember Shakti – The Believer.;en
 Niko from the fourties ;en
Play top-ten eighties song ;en
 the track Grow Old With Me  artist Chloe Rose Lattanzi ;en
 some rock & roll by Deezer. ;en
 me a song by Carol Arnauld from 2003 ;en
 the playlist Grime Shutdown ;en
 music from Lastfm and Deezer. ;en
play Darude ;en
 the best ballad by The Rascals. ;en
Can I hear a song by David Hodges?;en
Play Verjamem track by Hong Junyang.;en
Can I listen to Dj Vibe's  10? ;en
 the playlist Tropical Morning on Pandora ;en
Play jazz music by Zvooq;en
Play 2012 symphony music by Nardwuar The Human Serviette on Netflix.;en
Can you play me the latest theme song by Warren Vache;en
 Kool Keith Presents Thee Undatakerz by John Mccrea. ;en
Play some music by Mark Heard.;en
I want to hear the  Tim Madison ;en
play some nineties music ;en
  the most popular Lillian Hardin song on Itunes ;en
I want to hear the new Vasilis Tsitsanis  ;en
Play the most popular Coti songs on Pandora;en
 a top symphony from the fourties ;en
play the album Pressure Cracks with Netflix;en
play Sivamani ;en
play music by Bryan Maclean;en
Play music from 1964;en
Play that new song from 1970;en
Can you  The Change Is Made on Netflix ;en
Play a chant from the fifties;en
I need to hear the song Aspro Mavro  Bill Szymczyk  Youtube ;en
play 1951 tunes ;en
 Randy Castillo's music from 1952. ;en
 record from the seventies ;en
Play breathtaking music;en
 the greatest Nicholaus Arson concerto from around 2000 ;en
 the top-5 sort of ballad music from 2012. ;en
Give me an album from 1972 to listen to.;en
 me a Xuefei Yang symphony on Groove Shark ;en
I Need rave Slacker to play;en
 music by Don Cherry. ;en
 The Garden Of Allah from Wade Mainer ;en
Play a concerto by Thekra.;en
I want to hear La Jaula De Oro  Mc Ren  Google Music. ;en
 some Ven A Mi ;en
play fourties chant music on Last Fm;en
Play some Sabah from the eighties;en
Can you  some Andrew Cash music on Slacker ;en
use Deezer to play top  Moya Brennan ;en
I want to hear a Silvia Night ep from the sixties;en
play To Be Still ;en
Play Dave Mason's soundtrack on Last Fm.;en
Play the top 20 ep from the fifties by John Bundrick.;en
Play Tomtegubben Som Hade Snuva;en
 the concert  Philip Oakey 1973 concert on Netflix ;en
I want to hear Dido from 1966 on Youtube;en
 me a seventies ep ;en
Play some nineties music on Zvooq;en
play Isaac Hayes on Pandora from love, sweat and beer ep;en
use Iheart to listen to retro;en
Play music on Lastfm;en
use Spotify to  greatest songs from Kailash Kher ;en
play Lastfm tunes from 1997;en
 me a song from the fourties movement ;en
 the top fifty record from Alan Jardine ;en
Let's listen to the most popular Marty Friedman   Zvooq. ;en
 Joshua Homme Belle And Sebastian Write About Love ;en
Play a melody by Adassa from the twenties;en
I want to hear any tune  the twenties ;en
 the greatest Ricky Bell music ;en
Please start playing some thirties theme music.;en
Play Night Electric Night on Iheart;en
 music  2012 by Yossif Kobzon on last fm. ;en
Play music from jeremy taylor on the album Dormi Amore, La Situazione Non È Buona on Groove Shark;en
Play the album Will Rap Over Hard Rock For Food;en
 Masashi Hamauzu's newest symphony on Itunes. ;en
 me a Felix Kubin  No Light on Spotify ;en
Play 1993 theme music ;en
 my 88 Keys playlist. ;en
 caitlin cary from the fourties ;en
play the newest Martin Solveig sound track;en
play Vimeo 2009 by Desmond Dekker;en
 chant music from 1993 ;en
Play music on Itunes.;en
Play 2011 music ;en
Play music by Country Dick Montana.;en
Play music from Paul Landers;en
I want to hear a 1976 symphony   Master Jay ;en
I want to hear some twenties   Billy Sheehan ;en
play the top  songs by Isaac Hayes ;en
play the latest Thelma Aoyama;en
Play a top twenty sort by Akinyele.;en
Play music off Itunes.;en
I want to hear a good song  2016 ;en
Play music from 2000 on spotify;en
I want to hear any tune from the twenties;en
Play Fais Les Backs by Sarah Geronimo on Youtube;en
 some seventies music on netflix. ;en
play some Kansas Joe Mccoy;en
Play some Instrumental music on the service Lastfm;en
 me the track Mama Liked The Roses ;en
 the tune by Adam Yauch ;en
Play some happy gabber.;en
 music on the playlist Electronic Gaming ;en
play music from the twenties;en
Play a top fifty track from the twenties;en
 the top 1991 sound track ;en
Play some chant music from 2008.;en
 music from Gavin Koppell movement ;en
play Mikazuki Sunset;en
 an album from 1987. ;en
 any song from 2001 ;en
play deezer top 20 by Natasja;en
 2004 Guy Sebastian on Itunes ;en
Play the top-fifty theme songs by Dennis Brown.;en
Can I hear a tune from Vladimir Vysotski?;en
Play some good movement music by Brian Littrell from around 2001;en
 my Under The Surface playlist. ;en
open the Canciones del Recuerdo playlist and play songs;en
 a top-twenty tune by Noor Jehan ;en
Play a track by Titiyo;en
 Taiwan Is Good by Kotoko. ;en
 chant music by Ira Losco on Iheart. ;en
 the top-5 songs from Paddy Reilly on zvooq ;en
 some Annie Herring beat street on itunes ;en
Play music by Nick La Rocca;en
Play Ik Hou Van Jou by Elena Temnikova;en
 the most popular track from Valery Alexandrovich Kipelov ;en
Play Regulate…g Funk Era by artist Iouri Bachmet on groove shark;en
 the newest sound track from the thirties ;en
Play That Would Be Something by Eden Ahbez;en
Play a Herbie Fields record from the sixties;en
Play some Jungle music on iheart;en
Start up my Independent Music Monday playlist.;en
 a cohesive playlist for me ;en
I wish to hear the  Estado de ánimo  Last Fm. ;en
Play genre opera ;en
Open Zvooq and  the best songs from Device ;en
 a sound track from 1952. ;en
 a Karin Dreijer Andersson soundtrack on Groove Shark ;en
 some popular bryan gregory songs ;en
play the greatest 1972 album by Wes Dakus;en
Play some music on Slacker;en
 the last soundtrack from the sixties ;en
I want to hear some theme music by Edsel Dope;en
Play some Geir Jenssen. ;en
 top Martin Solveig on deezer ;en
 some music  the last album of 1988 on Lastfm ;en
Play some techno on Lastfm;en
Play me some music on Deezer;en
I wanna hear something on Spotify by Eddie Vinson;en
I want to hear symphony songs  Rebecca Cartwright  Last Fm ;en
Play Zvooq;en
play Matt Walker tunes;en
Play the top Maynard James Keenan.;en
Play the playlist funtime activity ;en
Play Tad Kinchla soundtrack;en
Can you  me something  the eighties on Youtube ;en
play To Be Still;en
I want to hear a Sandra ep;en
play Slacker tunes ;en
I'm in the mood to listen to meditative music.;en
I'd like to hear the last song fro Willa Ford.;en
Open Youtube and  Renaldo Lapuz record  the eighties ;en
 the newest melody from Corey Clark on Lastfm ;en
I want to hear the  Latin  Rising list ;en
Please play Jim Martin on Vimeo.;en
Start playing  Disney playlist. ;en
Please play a song by Everlast;en
Can you play an ep by Tatjana Iwanowna Bulanowa;en
I need to hear some music  Spotify ;en
 anything from Hiromitsu Agatsuma off iHeart. ;en
 Rocket Queen on Itunes ;en
Play Dave Joyal;en
 Joey Fatone soundtrack tunes  Google Music  1972 ;en
 Justin Broadrick's music on Slacker. ;en
 a melody from Elmer Bernstein ;en
play Piano 100 ;en
Want to  Christina Schollin Lastfm ;en
Play some Dj Qbert. ;en
 me a fifties song ;en
listen to Vertexguy track;en
 playlist The Realest Down South ;en
Play an Asha Bhosle song from around 1964;en
Play genre opera;en
Play andrew lloyd webber's good tune on zvooq.;en
play pop music with Groove Shark;en
Play an Alla Pougatcheva ballad on Pandora;en
turn  Last Fm to listen to Chara ballad  1988 ;en
 El Cant Dels Ocells by vini lopez. ;en
 artist stu davis  the album Dub Chamber 3 on Netflix ;en
 any album from the twenties ;en
I want to hear some acid punk  ;en
 a top 50 tune  the twenties by Willi Williams ;en
 the song Long Live Love ;en
Play the newest stuff by blowfly;en
I want to hear some Bill Black chant  ;en
Play tune from Sonny Stitt;en
play a chant by Sonsee;en
Play eighties music ;en
Play some Game music. ;en
Let me hear the Live From The Ghetto album by Beau Jocque.;en
Play Intense Studying playlist on Itunes.;en
Play tribal;en
Please  songs by Lil Jon ;en
Play Noche de chicas playlist;en
play fifties movement songs by Fabio on Last Fm;en
 album from Maureen Mcgovern ;en
Play a 2004 song by eliel on Zvooq.;en
Play A Chaos Of Desire from Dan Snaith;en
 Miami 2017 by Rodney Whitaker ;en
 The Tyranny Of Distance by Willy Mason. ;en
Play some music from 1958 on Deezer.;en
Play Clay Aiken's The Bonny Hind on Groove Shark.;en
 the song I Get Ideas as performed  Richard Kruspe ;en
 me the best Charles Neidich song ;en
Please play the newest music by Evil Jared Hasselhoff;en
 the best music by Arthur Johnston. ;en
Play music on the playlist Electronic Gaming;en
 me Hier Encore by greydon square ;en
 movement music from Sheryfa Luna ;en
 the album Winner Takes All  Takuro with Last Fm ;en
Play a song off The Best Of Siouxsie & The Banshees by Faustino Oramas;en
 The Edge  Deezer on Vans Warped Tour Compilation 2003 ;en
Play music by Don Cherry.;en
Play Pride Of The Prairie from Johnny Burke;en
I want to hear a top-20 chant  the  ;en
Play me an eighties song by Wes Dakus;en
Play Shinji Miyazaki's music on netflix;en
I want to hear Jimmy James from the thirties, play a song on Groove Shark.;en
play In The Arms Of God on Zvooq by Nimal Mendis;en
Play me a song from the twenties by Randy Bachman;en
 Praise The Lord And Pass The Ammunition. ;en
play Latina;en
Let me hear the Rave Tapes album from Yuki Koyanagi.;en
Play any nineties music;en
 music by Sha Money Xl sort by good. ;en
Please  a song for me from 1959 ;en
 pandora tracks by Akhtar Sadmani ;en
Play Tenerife Sea by Daniel Salomon on Lastfm;en
Please play good music by Will Oldham.;en
listen to Westbam alumb Allergic on Google  ;en
Can you  an ep by Tatjana Iwanowna Bulanowa ;en
Play Kaori Mochida's most popular music on Google Music.;en
Play a top-ten chant by Kelly Groucutt from 1964;en
Play music on Itunes ;en
play songs by Queen;en
 some 1999 symphony from Minami Takahashi ;en
Play some psychadelic music.;en
Play Maggot Brain by Albano Carrisi;en
play a chant by Marina Verenikina;en
 a nineties tune by Sugar Minott on Netflix ;en
 the top-twenty songs by The Kleptones on Spotify ;en
play Wait Until Tomorrow;en
 music by Rodney Whitaker ;en
I want to hear a good album from Toni Cottura.;en
play a symphony that is good from 2000;en
Play Michael Angelo Batio;en
Play The Way It Has To Be by Tom G Warrior on Zvooq;en
 paul riley on Youtube ;en
Play music on Deezer. ;en
Play the song Jingle Bells;en
Play music by Raheem Devaughn.;en
 ballad from Mandy Moore ;en
Play That Stubborn Kinda Fellow by Michael Amott;en
Play a rock track from 1984;en
 Nick Hexum latest album ;en
Play some 50 Shades of Love;en
Can you play the newest record from 1966 by Tony Lee;en
 Giovanni Battista Guadagnini's 1982 tracks. ;en
 something off Google Music ;en
play the top song by Amon Amarth on Groove Shark;en
 good music by General Woo on Deezer ;en
Play artist Vlada Divljan from something he did that is good;en
Play the greatest 1966 album out there;en
I wish to listen to good symphony music by mi lu bing.;en
Play Step Up Your Game by Marc Cohn.;en
have Zvooq  songs from the fifties ;en
 me a nineties ep ;en
 some techno on Lastfm ;en
I  to hear the new Kevin Fowler album ;en
 2012 symphony  by Nardwuar The Human Serviette on Netflix. ;en
play pandora ;en
play latest George Ducas music;en
Play a melody from Leigh Nash using Lastfm;en
Play Seaside by Don Cherry.;en
Play top Rosanne Cash ;en
 twenties from Ken Floyd ;en
on Deezer play fourties tunes by Jona Bechtolt and a ballad;en
 some seventies songs  Joseph Genaro on Google Music ;en
 the top symphony music from Ejigayehu Shibabaw ;en
 some dance on Groove Shark ;en
Play me a 1974 tune on Slacker;en
turn on Google Music to play 1991;en
 Listen To The Mocking Bird  Billy Martin on Youtube ;en
 some music by Mutlu ;en
 movement music by Monk Boudreaux on youtube ;en
Play some fourties music on vimeo ;en
I want to hear some twenties music from Billy Sheehan;en
Please open pandora for me;en
Play some amber kuo from the eighties on Spotify.;en
 Brenda Kahn's Rushall Station. ;en
play eighties track;en
 the track Fight On, State  Yuvan Shankar Raja ;en
play Top 100 Indie Tracks on Spotify on Lastfm;en
Start up my Pachangueo Total playlist. ;en
 a concerto that was most popular in 1958  mickey hart ;en
 1958 music on Iheart ;en
Play Songs Of Heaven by ami koshimizu;en
Play a song from Helena Iren Michaelsen on Spotify;en
 the greatest soundtrack by Jesse Harms. ;en
 music by Helen Ward ;en
 Skin & Bone by Jess Stacy on Deezer ;en
I want to hear This  The Night  Proof ;en
Can you  me songs  the Estado de ánimo playlist? ;en
 a tune by Mc Hawking ;en
 scott la rock from Stella on Slacker ;en
play my melodious playlist;en
 That Stubborn Kinda Fellow by Michael Amott ;en
I want to hear the  5 Jamie Lidell  ;en
 Out From Under from Hurricane Chris ;en
I need some Hardcore Hip Hop;en
Play music from 2007.;en
Play me a song by Michael Diamond;en
Play Burhøns by Ernie C.;en
 something from 1985 by Billy Werner ;en
Play Party Through The Decades on Deezer;en
Play the Busco Un Pueblo album;en
 a track from 2004 ;en
Play iheart;en
use Netflix to play Michael White tune from 1955;en
Play the top-20 music by merz;en
play the top jazz record from 1951;en
Play some Google Music.;en
Play music from Carina Round;en
play Iheart ;en
 Dawn Richard song White Summer ;en
Play the song Victim Of Changes from Hawkshaw Hawkins on Spotify;en
use Vimeo to play De Camino a Clase playlist;en
play dj kentaro from the year 1994;en
 25 To Life by Paul Riley on Deezer. ;en
I'd like to hear Infinite  Folk on Slacker. ;en
Play some tango.;en
Let's hear some tunes from the thirties.;en
 Pease Porridge Hot by Johnny Vicious on Zvooq ;en
 music from Tommy Ridgley. ;en
I want to hear the Fear The Boom  Bust song  haruka shimotsuki off  Spotify ;en
Play 1958 music;en
Play always by walter parazaider.;en
Play Moondog's Chupacabra. ;en
 a soundtrack by musical artist Jimmy James ;en
 the best 1981 sound track from Ric Fierabracci ;en
Play Salmonella Dub Dvd by mario rubalcaba on Vimeo ;en
Play my playlist TGIF on itunes;en
Play some music by Frayser Boy.;en
Play prints in the stone by Helen Baylor;en
 Supernaut by Armand Van Helden ;en
Please play Bitch Please Ii;en
Play Chris Goss on Netflix;en
 some Armik from the fourties ;en
Play Dj Shadow's A Love Hate Masquerade.;en
Play a song from 1994.;en
Open my music playlist on Youtube;en
 Heavy Machinery by Phil Spector on Zvooq ;en
 a song by Fats Waller ;en
 me Sun Ra songs from the fifties ;en
Play some Matthew Sweet music from around 1996 on Spotify;en
Play me Sun Ra songs from the fifties;en
Open Deezer and  top 40 hits ;en
 an eighties song by Ler Lalonde ;en
Play a track by Ishmon Bracey on Iheart.;en
 some theme songs from the fourties ;en
Play any track by Flame;en
play Wow by Jon Theodore;en
 Courting The Squall on Slacker ;en
 some Iris Dement's theme based 2015  on lastfm ;en
Play me a song from Luxury Liner;en
Do you have something like Impossible  Nothing  Abderrahmane Abdelli? ;en
Want to hear a chant  Nellie Mckay  the year 2008 ;en
I wish to listen to eighties music by Mike Dean.;en
 me a song from 2008 ;en
play some music from the thirties;en
 me a song by Steve Hackett from Manuel ;en
Play sixties on Spotify ;en
Play me a 2003 song by Charles Neidich;en
 music by Shinji Miyazaki ;en
I want to hear the Jody Williams sound  ;en
Play the album Vibrations by Marion Elise Raven;en
play music from the sixties;en
Play the music of Filipp Bedrossowitsch Kirkorow's theme;en
Play music from Hide ;en
I wish to listen to good symphony   mi lu bing. ;en
play some fourties Andrew Lloyd Webber on Groove Shark;en
I want to hear Box Of Rain by Skeets Mcdonald;en
Play the playlist Feel Good Dinner.;en
Play Gary Chapman music from the fifties;en
 a theme from 1985 by Patrick Cowley ;en
 a tune by Margaret Kelly on Iheart ;en
play Slacker tunes by Smog from movement in 2015;en
Play music from 2016.;en
Play the track That Would Be Something from Eden Ahbez;en
Play music on Last Fm;en
Play The Fool On The Hill by Khwaja Ghulam Farid;en
 some music on Netflix ;en
 music by Susumu Hirasawa. ;en
Play symphony by Josh Gracin on Slacker.;en
Open youtube;en
Play Punk Rock music ;en
Can you play the greatest sarah brightman song;en
Play Liubi, Liubi, I Love You by Farah Asyikin Binti Zulkifli on Netflix;en
Please  a movement by Rupam Islam ;en
play satire music ;en
Open Groove Shark and play native us;en
 some music on spotify ;en
Play the Ricky Wilson album Spectral Dusk;en
Play some 2011 music by Dan Healy.;en
Please play Got The Time;en
listen to acapella;en
play steve harris False Gestures For A Devious Public album;en
 the  song by Amon Amarth on Groove Shark ;en
play Ebony Bones on Itunes;en
can you play some weird music from the noise genre;en
play fourties tunes;en
Play some Glenn Miller. ;en
 the top 20  from the fifties by John Bundrick. ;en
Open iheart and  Té Para Tres ;en
 some Krzysztof Penderecki on Last Fm ;en
play some eighties by Amirbai Karnataki;en
play some gotye ;en
play music from Itunes for Ric Grech;en
 some good movement music by Brian Littrell  around 2001 ;en
open lastfm  top hits of Simon Webbe ;en
Play the last ep from 1999;en
Play Crucifixion on Deezer.;en
 Shinehead's music from the twenties on Slacker. ;en
 the most popular 1956 record. ;en
 me a 1974 tune on Slacker ;en
 a Scott Lafaro soundtrack ;en
Open Groove Shark and  sound track  Dj Cameo ;en
play The New Timer by Augustus Pablo with Itunes;en
play Ngola Ritmos top-ten songs;en
 music from my relentless playlist ;en
 some tango on iheart ;en
Use Spotify to  me music ;en
 an album from the fourties, new first. ;en
I'd like to hear Infinite Indie Folk on Slacker. ;en
Play Classical X;en
   jeremy taylor on the album Dormi Amore, La Situazione Non È Buona on Groove Shark ;en
Play some Gospel music.;en
 songs by Gamble Rogers ;en
 some fifties music by Origa. ;en
Find a  fifty zahir howaida concerto  the seventies ;en
Play The View From The Afternoon by Malese Jow on Last Fm;en
play the last Chris Douglas on Slacker;en
Play a popular song by Willie Dixon on Groove Shark;en
Open Netflix   a movie with the song heartful ;en
 a  symphony sort form 1959 by Stuart Garrard. ;en
use Lastfm to  Attack Of The Planet Smashers ;en
Play Elysium from Ryan Cayabyab;en
Play music from 1989 by Maya.;en
 While We Were Waiting  Sippie Wallace on Vimeo ;en
Play music from the album Evolution Of A Man by Joey Ramone;en
play ray davies on Iheart by only Hit It Again;en
 my Frescura Indie playlist ;en
 the top ten theme music  1975 by Tom Baxter ;en
Play Eternally by Marko Desantis on zvooq.;en
Play some Dj Qbert.;en
 Sunshine Reggae on youtube ;en
 some music by Mark Heard. ;en
 Mea Culpa by Rahim Shah ;en
Play me a song by Avispa Music from 1965;en
 some music by Jody Williams from 2001 ;en
 Adrian Borland's music on Zvooq. ;en
Play Out From Under from Hurricane Chris;en
Play Niko from the fourties;en
 a top twenty symphony of 2010 ;en
Play some Rumba Africana. ;en
 a movement from 1974. ;en
I want to hear Dave Seaman's  ;en
Play the 1951 ballad ;en
play songs by Sammy Fain;en
I want to hear a Sandra  ;en
Use Last Fm to play artist Kawabata Makoto from their record;en
 the Charlie Hunter theme off of Last Fm ;en
Use Spotify to play Who Was In My Room Last Night?;en
 some Maynard James Keenan songs  Scenes  The Big Chair ;en
 eighties music on Groove Shark. ;en
Can you play a chant by Butch Trucks on Spotify;en
 newest Robert Palmer sound track ;en
 some Carmen Mcrae  Ed Robertson off of Itunes ;en
 a ballad by Heath ;en
 fifties from Sirusho Harutyunyan ;en
Play the playlist, A Mis Niños de 30.;en
play Wanted by Erykah Badu;en
 the last 1957 movement ;en
Play the last soundtrack from the sixties;en
Play Circus Farm by Deana Carter.;en
Play music off Netflix.;en
 the last Chris Douglas on Slacker ;en
Play my Under The Surface playlist.;en
Play the last 1954 ep by Povel Ramel.;en
I want to hear something from Post-punk Revival;en
 music on the playlist Urban Hits ;en
play the newest sound track from the thirties;en
I want to listen to  Spain Top 50  on groove shark ;en
 David Banner on Netflix ;en
 2007 tunes by Bunny Berigan ;en
Play the music of Tupac Shakur;en
Play the top chant music from 2014.;en
Let  use netflix to listen to the last soundtrack  Out Of Eden. ;en
play a popular sort of fifties tune music;en
 a popular song  Willie Dixon on Groove Shark ;en
 Soldier Boy from Melody Gardot ;en
Play top-ten eighties song;en
 some fourties music from Erin Harkes ;en
play a 1999 track by Pete Seeger on Youtube;en
Play the top symphony music from Ejigayehu Shibabaw;en
Play a popular sound track by Joe Pass on Itunes.;en
 the most popular Johnny Clarke on Deezer. ;en
 I listen to merengue style music? ;en
 any music on Spotify ;en
play the most popular album on Google Music by sasu ripatti;en
Play my Hot 50 playlist.;en
 Piano Ballads on Netflix ;en
Play Sound Of Love from Papa Mali;en
Please play Kabhi Jo Baadal Barse by Ruth Lorenzo;en
Play a song by Juanes on Last Fm;en
play 1970 trunes ;en
 the best song by Henry Rollins. ;en
 me a Cinder Block movement ;en
Play music from 2012 on google music;en
 90s Love Songs on Youtube ;en
Play Goa music on Google Music.;en
Play songs by Naomi Schemer;en
 Phil Spalding soundtrack from the seventies ;en
Play some Gospel music. ;en
 a tune from 1962 ;en
I want to hear a soundtrack  dj ozma  the sixties. ;en
 music by Antonella Barba from the album Bath ;en
Play a sound track by Pee Wee Russell on Zvooq.;en
play the top song from Damon Albarn using Slacker;en
 chant from Freddy Fender on iheart ;en
 some P. J. Proby ;en
